window,test_start,test_end,alpha,beta,adf_p,skipped,n_trades,y,x
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.24932908458292147,-0.13840937867642228,0.0438783656617569,,1.0,NZDCAD,CADCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.19608730937254942,-0.010169855420865487,0.01509575214777131,,0.0,NZDCAD,CADCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.1701468478397771,0.049117050812601974,0.004061658411387336,,3.0,NZDCAD,CADCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.1818426430547267,0.03388499195967339,0.00013016191814105125,,2.0,NZDCAD,CADCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.15219789721362634,0.10548396097645454,0.005352428102650152,,1.0,NZDCAD,CADCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.24431967172902486,0.5060903322278818,0.03231664813555555,,2.0,NZDCAD,GBPCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.1885706030816309,-0.0690571997394757,0.012642204524423307,,1.0,NZDCAD,GBPCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.20902622111862357,0.11002120457420363,0.021646474469100355,,2.0,NZDCAD,GBPCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.2013013319095974,0.10051857172073579,0.06763548179947845,,2.0,NZDCAD,GBPCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.18631376192803245,-0.015579347192913127,0.03138599566643794,,1.0,NZDCAD,GBPCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.19261800852501507,0.009044451962492081,0.014357764050733152,,0.0,NZDCAD,GBPCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.20211395264482662,0.07506545042037811,0.0047759957059303575,,3.0,NZDCAD,GBPCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.21054866716429493,0.11406623682944035,0.00013995842545931017,,2.0,NZDCAD,GBPCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.23104900661209005,0.26683880787982955,0.0025560592768838052,,1.0,NZDCAD,GBPCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.2692209531891462,-0.8083495897335374,0.008036468149813325,,1.0,NZDCAD,EURNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.27783387127260606,-0.8227865375839417,0.014143313565426726,,1.0,NZDCAD,EURNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.3165546973312156,-0.8873359928662959,0.011856509430598147,,2.0,NZDCAD,EURNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.15526648648114916,-0.5969025840864148,0.08699036931549814,,1.0,NZDCAD,EURNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.12324410153193473,-0.5358060451734549,0.022066702830556312,,6.0,NZDCAD,EURNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.092491210368148,-0.47963310594877573,0.004741583981769442,,1.0,NZDCAD,EURNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.035483288897553554,-0.2590661465701738,0.007706254471362288,,2.0,NZDCAD,EURNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.11612156128604297,-0.1304285601147933,0.00019461489754100123,,2.0,NZDCAD,EURNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.0717519275103113,-0.20428470416555805,0.0024023787254199994,,1.0,NZDCAD,EURNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.04083212230403201,0.4437426636409057,0.011613712203071171,,1.0,NZDCAD,AUDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.042176750086500375,0.284633632869478,0.02521425783969128,,1.0,NZDCAD,AUDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.033583843235925726,0.3010876005943412,0.01667045759812804,,1.0,NZDCAD,AUDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.13563447972978385,0.10040389937972287,0.08360504978541566,,2.0,NZDCAD,AUDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.14688472857015822,0.07593467835843663,0.028753313839794282,,1.0,NZDCAD,AUDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.0837738065838204,0.19659839790325787,0.008045574243875692,,1.0,NZDCAD,AUDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.12203342107660047,0.12375850483930723,0.006130027970599472,,3.0,NZDCAD,AUDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.1515807346024781,0.07809256451425506,0.00024677815934080223,,2.0,NZDCAD,AUDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.16742289087073176,0.06355635939071996,0.016695403826213085,,1.0,NZDCAD,AUDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.16217233094431763,0.9067605446687743,0.01955417899471668,,1.0,NZDCAD,EURCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.19091187343507401,0.1263107695073142,0.01682004079182015,,1.0,NZDCAD,EURCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.1999240760966732,-0.07495427701131736,0.025501152291198374,,2.0,NZDCAD,EURCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.1979598919518476,-0.18181799863116607,0.04412463585089658,,3.0,NZDCAD,EURCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.19239007617953904,-0.08707667337562504,0.03421795973516336,,1.0,NZDCAD,EURCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.18848759987535807,0.06095132145479286,0.01334061162122968,,0.0,NZDCAD,EURCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.18311843460129668,0.17564105046887693,0.004932930284828054,,3.0,NZDCAD,EURCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.19348336421043527,0.0825133855036388,0.0001623342809167489,,2.0,NZDCAD,EURCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.16365321285241227,0.666904196752528,0.004831015569234993,,4.0,NZDCAD,EURCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.10107080998097738,0.1226218221086317,0.21262848854927008,adf_gate,,GBPCHF,EURUSD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.09720614807952073,0.1230891568909357,0.07849718952813371,,2.0,GBPCHF,EURUSD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.1136187510488837,-0.035409661227820605,0.11116385590564615,adf_gate,,GBPCHF,EURUSD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.11786891288327266,-0.0659498950691814,0.09952712469085512,,2.0,GBPCHF,EURUSD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.13238184328040178,-0.18585652640532271,0.0023446978202249875,,2.0,GBPCHF,EURUSD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.12315319604232612,-0.003530536826061731,0.005464432702876452,,0.0,GBPCHF,EURUSD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.13420549621669262,-0.23673887480704386,0.002472588744485479,,2.0,GBPCHF,EURUSD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.14004899022038345,-0.36605433117901776,0.0033584540003075347,,1.0,GBPCHF,EURUSD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.14560527044862506,-0.46251425265296287,0.019414317797009303,,1.0,GBPCHF,EURUSD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.27262784698146164,0.22309197452461257,0.03409365995706981,,1.0,NZDCAD,EURCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.45332849459385866,0.6770836510830125,0.006143434044411039,,1.0,NZDCAD,EURCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.4907106666150343,0.7694621004023379,0.01913277587339663,,2.0,NZDCAD,EURCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.39921431901635746,0.5384150774876325,0.029339628364459514,,1.0,NZDCAD,EURCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.33593261227282595,0.3758644992212486,0.04106644804338258,,2.0,NZDCAD,EURCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.23814260586676544,0.11636482878448186,0.02426104421260295,,0.0,NZDCAD,EURCAD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.18245342368749204,-0.02658991963681317,0.0038948628147925913,,3.0,NZDCAD,EURCAD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.18446045299955696,-0.03284295705296684,0.00012508011761574184,,2.0,NZDCAD,EURCAD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.16503988824287952,-0.09245620049379144,0.0065667567290968645,,1.0,NZDCAD,EURCAD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.08969795996907877,-0.24793903527935165,0.012107455184943446,,2.0,GBPUSD,AUDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.22451613840887544,-0.007202217854890791,0.014353213819294677,,0.0,GBPUSD,AUDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.3112099124285299,0.14894681151825495,0.034729348711117235,,1.0,GBPUSD,AUDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.24361958027679378,0.012030809644767989,0.2374319028900032,adf_gate,,GBPUSD,AUDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.18444281557638142,-0.11193181297734975,0.0668480479909346,,1.0,GBPUSD,AUDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.23100334483094656,-0.02297383376992684,0.0843469001632619,,1.0,GBPUSD,AUDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.0619251572756122,-0.3389000768338858,0.09654708228261916,,1.0,GBPUSD,AUDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.10431865356403079,-0.6150783059116055,0.0004893439924052267,,1.0,GBPUSD,AUDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.20822065912011378,-0.7741438619562973,0.0004030309961746076,,1.0,GBPUSD,AUDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,1.473233759494457,-0.3218908483067668,0.0013510913443676722,,2.0,NZDCAD,GBPJPY
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.6608074197363232,-0.16472569897404502,0.010870101912332264,,1.0,NZDCAD,GBPJPY
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-1.288788819720045,0.20858610694465926,0.009821573944848443,,2.0,NZDCAD,GBPJPY
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.7932088057677658,0.11490549799332905,0.05220063677852984,,2.0,NZDCAD,GBPJPY
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.42958316196259017,0.04585632527238628,0.028378661128150535,,1.0,NZDCAD,GBPJPY
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.8886709015988724,0.13228969497819867,0.01153688642278222,,0.0,NZDCAD,GBPJPY
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.5323594672712497,0.06435169939778411,0.004148692880377699,,3.0,NZDCAD,GBPJPY
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.4679631409555573,0.05106917891425244,0.00013934861453520955,,2.0,NZDCAD,GBPJPY
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,1.07772746913963,-0.24318538160650127,0.000268399413941684,,1.0,NZDCAD,GBPJPY
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.15964634360836072,0.6372303338644535,0.040744958324886116,,1.0,AUDCAD,AUDNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.12161453830681382,0.019606722018130535,0.006535357372613726,,1.0,AUDCAD,AUDNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.1533611477525533,0.4426044808205989,0.04191204127922459,,2.0,AUDCAD,AUDNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.17899642503539906,0.8658110865876668,0.08673829553265044,,2.0,AUDCAD,AUDNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.16993516261163427,0.7909286017957582,0.03400289069943792,,1.0,AUDCAD,AUDNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.0936821461169183,-0.042118688959603114,0.0015991050568850342,,0.0,AUDCAD,AUDNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.1671291208578713,0.7134767017463854,0.004788643402862188,,3.0,AUDCAD,AUDNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.1730272789200293,0.7259294956965132,5.965755674327282e-05,,1.0,AUDCAD,AUDNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.15812590179280092,0.5227846661151065,5.928397917221961e-06,,1.0,AUDCAD,AUDNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,-0.14783745518258729,0.3779160924994753,0.019722814357687576,,1.0,NZDCAD,USDCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.22642515361850038,-0.25115941968736266,0.007949067603196455,,1.0,NZDCAD,USDCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.22670350676770645,-0.24971259038642804,0.0351815920036782,,2.0,NZDCAD,USDCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.22676433400619042,-0.2952250857730212,0.06134019362248019,,2.0,NZDCAD,USDCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.22139518167628086,-0.26070740908699824,0.011959941478150571,,2.0,NZDCAD,USDCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.23684154429046958,-0.37562932953634537,0.007785999246133171,,0.0,NZDCAD,USDCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.2135502485239785,-0.13956224127705752,0.002291339445541274,,3.0,NZDCAD,USDCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.20278460156584557,-0.02469116446327223,0.0001752475446719581,,1.0,NZDCAD,USDCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.20046374522402885,0.036035484034276685,0.010005117555261952,,1.0,NZDCAD,USDCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.13323832836429322,-0.6597360838493976,0.006008042092188504,,3.0,NZDCAD,EURAUD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.12423186945418452,-0.6402855035211831,0.013814719509379767,,1.0,NZDCAD,EURAUD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.2698763603642812,-0.9319966548835568,0.0011443021656228416,,1.0,NZDCAD,EURAUD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.18206220828503175,-0.7480764360305151,0.0148078383366784,,1.0,NZDCAD,EURAUD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.0928176967797025,-0.568158621225062,0.010437536401650757,,3.0,NZDCAD,EURAUD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.005402037655709516,-0.39517965369450875,0.010007271649908646,,0.0,NZDCAD,EURAUD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,-0.12139076548928053,-0.13920181751779984,0.005531929723404706,,3.0,NZDCAD,EURAUD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,-0.15449466984421883,-0.08194067411390513,0.00022573692202937376,,2.0,NZDCAD,EURAUD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,-0.19181720545978007,-0.02744978793789503,0.016445908037911787,,1.0,NZDCAD,EURAUD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.23546778267883448,-0.6006587572195555,0.003357285390765439,,2.0,NZDCAD,GBPNZD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.30125334862682535,-0.6875909395769619,0.012702235530609786,,1.0,NZDCAD,GBPNZD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.2892354009684113,-0.6651964451292804,0.05665953417376725,,2.0,NZDCAD,GBPNZD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.12789318717142106,-0.0845018269378417,0.10065676325500089,adf_gate,,NZDCAD,GBPNZD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.06352970488440346,-0.16667703942173698,0.027206294192499193,,1.0,NZDCAD,GBPNZD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.045312779823394475,-0.30973572221700374,0.003901463940304051,,0.0,NZDCAD,GBPNZD
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.06775435632209303,-0.33339546921104524,0.00389623240463632,,2.0,NZDCAD,GBPNZD
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.006740386032509649,-0.25661671374384454,0.0002859875077090677,,1.0,NZDCAD,GBPNZD
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.10199027728161027,-0.3781054094515459,0.00393082929895397,,2.0,NZDCAD,GBPNZD
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.2541629180864792,-1.1092652330204396,0.04529846601372897,,1.0,GBPNZD,CADCHF
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,0.6169615878716695,-0.25262609317180673,0.0156705630316801,,1.0,GBPNZD,CADCHF
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,0.8057313046492987,0.17721433841470824,0.005045507493631318,,1.0,GBPNZD,CADCHF
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,0.6348889488817488,-0.2310528565124884,0.03036543258625803,,2.0,GBPNZD,CADCHF
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,0.5227146187250209,-0.5089017463864483,0.0207025508064242,,2.0,GBPNZD,CADCHF
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,0.4400534838569097,-0.7204802585288487,0.05046705780796416,,0.0,GBPNZD,CADCHF
6,2025-07-01 00:00:00+03:00,2025-10-01 00:00:00+03:00,0.4714829035421106,-0.6557546937275777,0.012428458773366196,,1.0,GBPNZD,CADCHF
7,2025-10-01 00:00:00+03:00,2026-01-01 00:00:00+02:00,0.5463192459009084,-0.510100510653156,0.00032069194242037927,,3.0,GBPNZD,CADCHF
8,2026-01-01 00:00:00+02:00,2026-04-01 00:00:00+03:00,0.5810710052792479,-0.4538808842744826,0.0013677534914987714,,1.0,GBPNZD,CADCHF
0,2024-01-01 00:00:00+02:00,2024-04-01 00:00:00+03:00,0.09089690633130841,-0.5396052076611528,0.007766379527593066,,2.0,NZDCAD,GBPCAD
1,2024-04-01 00:00:00+03:00,2024-07-01 00:00:00+03:00,-0.34133071294311973,0.2756237109099574,0.015085297066389372,,1.0,NZDCAD,GBPCAD
2,2024-07-01 00:00:00+03:00,2024-10-01 00:00:00+03:00,-0.5578937249504713,0.6760604358665536,0.016510249177737125,,1.0,NZDCAD,GBPCAD
3,2024-10-01 00:00:00+03:00,2025-01-01 00:00:00+02:00,-0.41589585310409527,0.41449788998280235,0.010933254516441846,,2.0,NZDCAD,GBPCAD
4,2025-01-01 00:00:00+02:00,2025-04-01 00:00:00+03:00,-0.2859122179950669,0.17467987081212172,0.04903087218720567,,1.0,NZDCAD,GBPCAD
5,2025-04-01 00:00:00+03:00,2025-07-01 00:00:00+03:00,-0.20179379754057777,0.017945988065585602,0.015921165025879837,,0.0,NZDCAD,GBPCAD
